id_policy,id_client,id_vehicle,id_year,id_claim,claim_nb,claim_amount,pol_bonus,pol_coverage,pol_duration,pol_sit_duration,pol_pay_freq,pol_payd,pol_usage,pol_insee_code,drv_drv2,drv_age1,drv_age2,drv_sex1,drv_sex2,drv_age_lic1,drv_age_lic2,vh_age,vh_cyl,vh_din,vh_fuel,vh_make,vh_model,vh_sale_begin,vh_sale_end,vh_speed,vh_type,vh_value,vh_weight,claim_amount_winsorized
A00052884-V01,A00052884,V01,0,CL01,1,491.24,0.5,4.0,26.0,4.0,Yearly,No,Retired,62099,Yes,65,42,F,M,37.0,23.0,4.0,1298.0,87.0,Gasoline,TOYOTA,YARIS,6.0,2.0,170.0,Tourism,13100.0,1010.0,491.24
A00061307-V01,A00061307,V01,0,CL01,1,306.26,0.5,4.0,6.0,1.0,Monthly,No,WorkPrivate,76575,No,50,,F,,31.0,0.0,8.0,1360.0,74.0,Gasoline,CITROEN,C3,9.0,9.0,168.0,Tourism,11850.0,1080.0,306.26
A00006701-V01,A00006701,V01,0,CL01,1,1303.01,0.5,4.0,7.0,4.0,Monthly,No,WorkPrivate,38197,No,63,,M,,40.0,0.0,10.0,1997.0,109.0,Diesel,CITROEN,C5,10.0,9.0,192.0,Tourism,22000.0,1460.0,1303.01
A00084811-V01,A00084811,V01,0,CL01,1,1266.27,0.5,4.0,16.0,1.0,Monthly,No,WorkPrivate,66172,No,37,,M,,19.0,0.0,1.0,1560.0,109.0,Diesel,PEUGEOT,207,5.0,4.0,193.0,Tourism,22300.0,1253.0,1266.27
A00081515-V01,A00081515,V01,0,CL01,1,89.75,0.52,4.0,5.0,1.0,Monthly,No,WorkPrivate,59092,Yes,51,40,F,M,31.0,3.0,9.0,1896.0,90.0,Diesel,RENAULT,GOLF,9.0,7.0,180.0,Tourism,17390.0,1260.0,89.75
A00030311-V01,A00030311,V01,0,CL01,1,295.45,0.85,4.0,6.0,2.0,Monthly,No,WorkPrivate,86194,No,28,,M,,9.0,0.0,8.0,1870.0,120.0,Diesel,RENAULT,MEGANE,9.0,6.0,196.0,Tourism,22800.0,1270.0,295.45
A00075441-V01,A00075441,V01,0,CL01,1,3393.18,0.5,4.0,2.0,2.0,Biannual,No,WorkPrivate,78311,No,36,,F,,15.0,0.0,6.0,1149.0,75.0,Gasoline,RENAULT,TWINGO,11.0,5.0,170.0,Tourism,11300.0,845.0,3393.18
A00049058-V02,A00049058,V02,0,CL01,1,1236.0,0.5,1.0,1.0,1.0,Monthly,No,WorkPrivate,93031,No,52,,M,,20.0,0.0,14.0,2446.0,86.0,Diesel,CITROEN,JUMPER,17.0,9.0,132.0,Commercial,26529.0,1710.0,1236.0
A00060741-V01,A00060741,V01,0,CL01,1,368.89,0.5,4.0,8.0,1.0,Monthly,No,WorkPrivate,41251,No,39,,F,,20.0,0.0,16.0,954.0,51.0,Gasoline,PEUGEOT,106,18.0,15.0,150.0,Tourism,9361.0,780.0,368.89
A00049491-V01,A00049491,V01,0,CL01,1,1686.83,0.5,4.0,9.0,7.0,Yearly,No,Retired,29067,No,67,,M,,47.0,0.0,14.0,1299.0,60.0,Gasoline,FORD,FIESTA,15.0,12.0,155.0,Tourism,9971.0,930.0,1686.83
A00084702-V01,A00084702,V01,0,CL01,1,23.92,0.5,4.0,7.0,7.0,Biannual,No,WorkPrivate,49015,Yes,52,29,F,F,33.0,9.0,7.0,1149.0,75.0,Gasoline,RENAULT,TWINGO,11.0,5.0,170.0,Tourism,11300.0,845.0,23.92
A00009578-V01,A00009578,V01,0,CL02,1,1010.41,0.5,4.0,1.0,1.0,Monthly,No,WorkPrivate,91201,Yes,58,20,F,F,33.0,1.0,7.0,1360.0,75.0,Gasoline,PEUGEOT,206,9.0,6.0,170.0,Tourism,13900.0,950.0,1010.41
A00021027-V01,A00021027,V01,0,CL01,1,460.94,0.5,4.0,23.0,1.0,Yearly,No,WorkPrivate,67421,No,62,,F,,30.0,0.0,3.0,1560.0,109.0,Diesel,PEUGEOT,207,4.0,1.0,193.0,Tourism,21450.0,1275.0,460.94
A00057180-V01,A00057180,V01,0,CL01,1,610.73,0.5,4.0,10.0,1.0,Yearly,No,Retired,83028,Yes,79,45,M,M,60.0,22.0,6.0,1596.0,116.0,Gasoline,FORD,FOCUS,7.0,5.0,190.0,Tourism,18650.0,1162.0,610.73
A00024515-V01,A00024515,V01,0,CL01,1,430.59,0.5,4.0,5.0,5.0,Monthly,No,WorkPrivate,57751,No,58,,F,,31.0,0.0,7.0,1870.0,120.0,Diesel,RENAULT,MEGANE,9.0,6.0,196.0,Tourism,22800.0,1270.0,430.59
A00054256-V01,A00054256,V01,0,CL01,1,2905.68,0.5,4.0,19.0,2.0,Yearly,No,WorkPrivate,92012,No,44,,F,,26.0,0.0,2.0,1582.0,116.0,Diesel,KIA,CEE_D,4.0,3.0,188.0,Tourism,18350.0,1367.0,2905.68
A00006153-V01,A00006153,V01,0,CL01,1,-109.15,0.5,4.0,18.0,2.0,Biannual,No,WorkPrivate,94074,Yes,42,46,F,M,20.0,24.0,13.0,1199.0,66.0,Gasoline,OPEL,CORSA,13.0,11.0,163.0,Tourism,11541.0,905.0,-109.15
A00081355-V01,A00081355,V01,0,CL04,1,2683.76,0.5,4.0,11.0,1.0,Biannual,No,WorkPrivate,77294,Yes,60,62,F,M,41.0,41.0,4.0,1896.0,105.0,Diesel,RENAULT,GOLF PLUS,6.0,4.0,183.0,Tourism,21100.0,1287.0,2683.76
A00042816-V01,A00042816,V01,0,CL02,1,88.19,0.62,4.0,28.0,7.0,Yearly,No,Retired,13002,Yes,77,74,M,F,59.0,52.0,7.0,1997.0,109.0,Diesel,CITROEN,XSARA,10.0,9.0,193.0,Tourism,20250.0,1216.0,88.19
A00001915-V01,A00001915,V01,0,CL01,1,134.75,0.5,4.0,14.0,4.0,Biannual,No,WorkPrivate,75114,No,57,,F,,37.0,0.0,4.0,1360.0,74.0,Gasoline,CITROEN,C3,9.0,9.0,162.0,Tourism,12950.0,1095.0,134.75
A00069110-V01,A00069110,V01,0,CL02,1,1081.69,0.5,1.0,5.0,5.0,Yearly,No,Retired,57443,No,85,,F,,39.0,0.0,17.0,1840.0,105.0,Gasoline,MAZDA,626,19.0,15.0,190.0,Tourism,18797.0,1140.0,1081.69
A00003848-V01,A00003848,V01,0,CL01,1,364.69,0.5,4.0,24.0,2.0,Yearly,No,WorkPrivate,49035,No,67,,F,,47.0,0.0,8.0,1997.0,90.0,Diesel,PEUGEOT,206,12.0,6.0,180.0,Tourism,16200.0,1010.0,364.69
A00056191-V01,A00056191,V01,0,CL01,1,273.84,0.76,4.0,5.0,4.0,Monthly,No,WorkPrivate,94058,Yes,28,50,F,F,7.0,16.0,5.0,1149.0,59.0,Gasoline,RENAULT,TWINGO,11.0,5.0,151.0,Tourism,10138.0,823.0,273.84
A00019274-V01,A00019274,V01,0,CL01,1,395.41,0.5,4.0,19.0,5.0,Monthly,No,WorkPrivate,92033,Yes,59,32,F,M,32.0,14.0,5.0,1461.0,86.0,Diesel,RENAULT,CLIO,6.0,5.0,174.0,Tourism,15050.0,1165.0,395.41
A00054447-V02,A00054447,V02,0,CL02,1,828.48,0.5,4.0,26.0,2.0,Monthly,No,WorkPrivate,79189,No,62,,M,,44.0,0.0,6.0,1461.0,101.0,Diesel,RENAULT,SCENIC,8.0,6.0,172.0,Tourism,21450.0,1465.0,828.48
A00075043-V01,A00075043,V01,0,CL01,1,602.1,0.5,3.0,5.0,1.0,Monthly,No,WorkPrivate,74080,Yes,50,49,F,M,23.0,28.0,12.0,1275.0,75.0,Gasoline,NISSAN,MICRA,14.0,11.0,170.0,Tourism,10199.0,815.0,602.1
A00019799-V01,A00019799,V01,0,CL01,1,1010.41,0.5,3.0,18.0,1.0,Yearly,No,Professional,57168,No,57,,F,,38.0,0.0,12.0,1149.0,59.0,Gasoline,RENAULT,TWINGO,15.0,12.0,152.0,Tourism,9620.0,823.0,1010.41
A00010036-V01,A00010036,V01,0,CL01,1,86.73,0.6,4.0,3.0,2.0,Yearly,No,WorkPrivate,31555,No,35,,M,,16.0,0.0,5.0,1390.0,98.0,Gasoline,RENAULT,CLIO,6.0,5.0,183.0,Tourism,13350.0,1135.0,86.73
A00005041-V01,A00005041,V01,0,CL01,1,557.97,0.5,4.0,7.0,2.0,Monthly,No,WorkPrivate,82097,No,39,,M,,20.0,0.0,5.0,1560.0,90.0,Diesel,PEUGEOT,PARTNER,6.0,3.0,163.0,Tourism,18900.0,1110.0,557.97
A00076517-V01,A00076517,V01,0,CL01,1,907.94,0.5,4.0,26.0,5.0,Biannual,No,WorkPrivate,34172,No,59,,F,,39.0,0.0,5.0,1360.0,89.0,Gasoline,PEUGEOT,207,5.0,4.0,180.0,Tourism,13900.0,1219.0,907.94
A00004549-V01,A00004549,V01,0,CL01,1,325.02,0.54,3.0,3.0,3.0,Yearly,No,WorkPrivate,67019,No,42,,M,,24.0,0.0,10.0,1390.0,75.0,Gasoline,RENAULT,KANGOO,13.0,12.0,155.0,Tourism,12959.0,1065.0,325.02
A00012484-V01,A00012484,V01,0,CL01,1,62.62,0.5,3.0,3.0,3.0,Yearly,No,WorkPrivate,59350,No,43,,M,,23.0,0.0,18.0,2497.0,113.0,Diesel,MERCEDES BENZ,E250,18.0,17.0,190.0,Tourism,31024.0,1420.0,62.62
A00084521-V01,A00084521,V01,0,CL02,1,827.98,0.5,4.0,29.0,2.0,Yearly,No,Retired,29232,No,76,,F,,54.0,0.0,2.0,998.0,70.0,Gasoline,TOYOTA,YARIS,6.0,2.0,155.0,Tourism,11950.0,980.0,827.98
A00076436-V01,A00076436,V01,0,CL01,1,340.94,0.9,4.0,8.0,1.0,Yearly,No,WorkPrivate,80296,No,31,,F,,13.0,0.0,1.0,1242.0,70.0,Gasoline,FIAT,500,2.0,1.0,160.0,Tourism,14800.0,900.0,340.94
A00021462-V01,A00021462,V01,0,CL01,1,4317.76,0.5,4.0,17.0,1.0,Yearly,Yes,WorkPrivate,06083,No,75,,F,,9.0,0.0,2.0,998.0,68.0,Gasoline,PEUGEOT,107,6.0,1.0,157.0,Tourism,9450.0,790.0,4181.04
A00049833-V01,A00049833,V01,0,CL01,1,268.12,0.5,2.0,2.0,1.0,Yearly,No,WorkPrivate,34205,No,32,,F,,14.0,0.0,14.0,1896.0,111.0,Diesel,AUDI,A4,14.0,13.0,194.0,Tourism,26801.0,1240.0,268.12
A00003243-V01,A00003243,V01,0,CL02,1,703.32,0.5,4.0,26.0,1.0,Biannual,No,Retired,34301,Yes,73,69,M,F,55.0,50.0,1.0,1390.0,75.0,Gasoline,DACIA,SANDERO,2.0,1.0,161.0,Tourism,9890.0,1036.0,703.32
A00020562-V01,A00020562,V01,0,CL02,1,456.54,0.5,3.0,9.0,7.0,Biannual,No,WorkPrivate,94016,No,57,,M,,32.0,0.0,12.0,1390.0,96.0,Gasoline,RENAULT,MEGANE,12.0,11.0,185.0,Tourism,14315.0,1080.0,456.54
A00034697-V01,A00034697,V01,0,CL01,1,-1232.21,0.5,3.0,3.0,1.0,Yearly,No,WorkPrivate,49007,No,33,,M,,15.0,0.0,23.0,954.0,45.0,Gasoline,PEUGEOT,205,24.0,18.0,143.0,Tourism,8484.0,760.0,-858.1156
A00070319-V01,A00070319,V01,0,CL01,1,-274.01,0.5,4.0,19.0,2.0,Yearly,No,Retired,94028,No,68,,F,,41.0,0.0,2.0,1149.0,101.0,Gasoline,RENAULT,CLIO,4.0,2.0,183.0,Tourism,15700.0,1100.0,-274.01
A00085739-V01,A00085739,V01,0,CL01,1,280.33,0.52,4.0,6.0,6.0,Biannual,No,Retired,54034,No,69,,M,,42.0,0.0,6.0,1690.0,81.0,Gasoline,LADA VAZ,NIVA,13.0,5.0,137.0,Tourism,9399.0,1200.0,280.33
A00063572-V01,A00063572,V01,0,CL01,1,265.7,0.5,4.0,8.0,2.0,Quarterly,No,Professional,73043,No,60,,M,,41.0,0.0,9.0,1461.0,66.0,Diesel,RENAULT,CLIO,10.0,10.0,163.0,Commercial,11779.0,965.0,265.7
A00021593-V01,A00021593,V01,0,CL01,1,1635.41,0.95,4.0,2.0,2.0,Monthly,No,WorkPrivate,35238,No,38,,M,,8.0,0.0,8.0,1461.0,82.0,Diesel,RENAULT,KANGOO,9.0,8.0,160.0,Tourism,16050.0,1065.0,1635.41
A00039031-V01,A00039031,V01,0,CL01,1,70.83,0.5,3.0,12.0,3.0,Biannual,No,Retired,11014,No,77,,F,,48.0,0.0,13.0,1360.0,75.0,Gasoline,PEUGEOT,206,13.0,8.0,170.0,Tourism,11950.0,950.0,70.83
A00054812-V01,A00054812,V01,0,CL01,1,389.24,0.5,4.0,3.0,2.0,Yearly,No,WorkPrivate,57006,Yes,36,33,M,F,15.0,15.0,2.0,1560.0,90.0,Diesel,CITROEN,BERLINGO,3.0,1.0,161.0,Tourism,20650.0,1407.0,389.24
A00044098-V01,A00044098,V01,0,CL01,1,75.88,0.5,4.0,3.0,3.0,Yearly,No,WorkPrivate,75115,Yes,70,54,F,M,45.0,35.0,3.0,998.0,68.0,Gasoline,TOYOTA,AYGO,6.0,1.0,157.0,Tourism,10300.0,790.0,75.88
A00002045-V01,A00002045,V01,0,CL01,1,1236.0,0.54,3.0,3.0,1.0,Monthly,No,Professional,59350,Yes,42,35,F,M,7.0,15.0,6.0,1298.0,87.0,Gasoline,DAIHATSU,SIRION,6.0,1.0,170.0,Tourism,13990.0,940.0,1236.0
A00068349-V01,A00068349,V01,0,CL02,1,2445.13,0.5,4.0,14.0,1.0,Yearly,No,WorkPrivate,69034,Yes,55,26,F,F,32.0,8.0,8.0,1364.0,75.0,Diesel,TOYOTA,YARIS,8.0,6.0,170.0,Tourism,14150.0,925.0,2445.13
A00058496-V01,A00058496,V01,0,CL02,1,-702.1,0.58,4.0,1.0,1.0,Monthly,No,WorkPrivate,49194,No,49,,F,,22.0,0.0,5.0,1560.0,109.0,Diesel,RENAULT,C4,6.0,5.0,192.0,Tourism,20950.0,1279.0,-702.1
A00049632-V01,A00049632,V01,0,CL02,1,396.33,0.5,4.0,2.0,2.0,Yearly,No,Retired,89294,No,63,,F,,35.0,0.0,8.0,1461.0,82.0,Diesel,RENAULT,KANGOO,9.0,8.0,160.0,Tourism,16050.0,1065.0,396.33
A00018056-V01,A00018056,V01,0,CL01,1,0.0,0.65,3.0,23.0,1.0,Yearly,Yes,Retired,75112,Yes,91,76,M,F,46.0,56.0,9.0,1587.0,109.0,Gasoline,CITROEN,XSARA,11.0,7.0,197.0,Tourism,19100.0,1134.0,0.0
A00059867-V01,A00059867,V01,0,CL01,1,149.37,0.62,4.0,22.0,4.0,Yearly,No,WorkPrivate,85105,Yes,51,61,F,M,29.0,37.0,6.0,1997.0,90.0,Diesel,PEUGEOT,206,12.0,6.0,180.0,Tourism,16200.0,1010.0,149.37
A00052853-V01,A00052853,V01,0,CL01,1,412.85,0.5,4.0,4.0,1.0,Biannual,No,WorkPrivate,92002,No,60,,M,,33.0,0.0,16.0,2499.0,119.0,Diesel,CHRYSLER,VOYAGER,19.0,17.0,180.0,Tourism,28493.0,1685.0,412.85
A00019006-V02,A00019006,V02,0,CL01,1,756.84,0.5,4.0,1.0,1.0,Monthly,No,WorkPrivate,19146,No,56,,M,,35.0,0.0,4.0,1560.0,109.0,Diesel,PEUGEOT,307,7.0,6.0,192.0,Tourism,19750.0,1512.0,756.84
A00012234-V01,A00012234,V01,0,CL01,1,2751.69,0.5,4.0,16.0,1.0,Monthly,No,WorkPrivate,14177,Yes,48,49,F,M,30.0,29.0,5.0,1870.0,131.0,Diesel,RENAULT,SCENIC,5.0,2.0,190.0,Tourism,30200.0,1430.0,2751.69
A00090785-V01,A00090785,V01,0,CL01,1,-23.14,0.5,4.0,22.0,2.0,Yearly,No,WorkPrivate,63103,Yes,47,56,M,F,29.0,36.0,5.0,1461.0,105.0,Diesel,RENAULT,MODUS,6.0,6.0,186.0,Tourism,17950.0,1200.0,-23.14
A00031068-V01,A00031068,V01,0,CL01,1,195.0,0.5,3.0,1.0,1.0,Monthly,No,Retired,22136,No,57,,M,,39.0,0.0,5.0,1461.0,71.0,Diesel,RENAULT,KANGOO,8.0,6.0,146.0,Commercial,15010.0,1675.0,195.0
A00032289-V01,A00032289,V01,0,CL01,1,1119.34,0.5,4.0,2.0,2.0,Quarterly,No,WorkPrivate,15191,No,48,,M,,29.0,0.0,6.0,1560.0,109.0,Diesel,PEUGEOT,307,7.0,6.0,192.0,Tourism,19750.0,1512.0,1119.34
A00063992-V01,A00063992,V01,0,CL01,1,110.98,0.64,3.0,3.0,3.0,Yearly,No,WorkPrivate,92024,No,33,,M,,15.0,0.0,8.0,1997.0,138.0,Gasoline,PEUGEOT,206,12.0,6.0,210.0,Tourism,17950.0,1082.0,110.98
A00025493-V01,A00025493,V01,0,CL01,1,449.95,0.5,4.0,1.0,1.0,Yearly,No,WorkPrivate,59324,No,41,,M,,22.0,0.0,2.0,1896.0,105.0,Diesel,RENAULT,GOLF PLUS,6.0,4.0,183.0,Tourism,21100.0,1287.0,449.95
A00021768-V01,A00021768,V01,0,CL01,1,1236.0,0.5,4.0,1.0,1.0,Yearly,No,WorkPrivate,41125,Yes,52,47,M,M,32.0,28.0,3.0,1332.0,96.0,Gasoline,MITSUBISHI,COLT,7.0,3.0,180.0,Tourism,13499.0,970.0,1236.0
A00013005-V01,A00013005,V01,0,CL01,1,-695.23,0.5,4.0,14.0,3.0,Monthly,No,Retired,62193,Yes,67,41,F,F,46.0,19.0,3.0,1461.0,68.0,Diesel,RENAULT,CLIO,6.0,5.0,163.0,Tourism,13050.0,1155.0,-695.23
A00015576-V02,A00015576,V02,0,CL01,1,1046.62,0.5,4.0,2.0,1.0,Monthly,No,WorkPrivate,12084,No,55,,M,,37.0,0.0,3.0,1995.0,150.0,Diesel,RENAULT,KOLEOS,3.0,1.0,179.0,Tourism,33450.0,1655.0,1046.62
A00054447-V02,A00054447,V02,0,CL01,1,1236.0,0.5,4.0,26.0,2.0,Monthly,No,WorkPrivate,79189,No,62,,M,,44.0,0.0,6.0,1461.0,101.0,Diesel,RENAULT,SCENIC,8.0,6.0,172.0,Tourism,21450.0,1465.0,1236.0
A00065096-V01,A00065096,V01,0,CL01,1,978.73,0.5,4.0,25.0,1.0,Yearly,No,Retired,66136,No,63,,F,,44.0,0.0,1.0,1390.0,123.0,Gasoline,RENAULT,GOLF,3.0,1.0,200.0,Tourism,21360.0,1241.0,978.73
A00039219-V01,A00039219,V01,0,CL01,1,334.47,0.5,4.0,4.0,1.0,Biannual,No,WorkPrivate,85236,Yes,56,48,M,F,35.0,26.0,1.0,1364.0,90.0,Diesel,TOYOTA,YARIS,1.0,1.0,175.0,Tourism,16700.0,1055.0,334.47
A00058581-V01,A00058581,V01,0,CL01,1,56.19,0.5,3.0,19.0,1.0,Biannual,No,WorkPrivate,01451,No,46,,F,,28.0,0.0,8.0,1242.0,60.0,Gasoline,FIAT,PUNTO,12.0,9.0,155.0,Tourism,9940.0,875.0,56.19
A00032033-V01,A00032033,V01,0,CL01,1,1526.64,0.5,4.0,8.0,3.0,Yearly,No,WorkPrivate,38187,No,57,,M,,38.0,0.0,4.0,1398.0,68.0,Diesel,CITROEN,C3,9.0,1.0,158.0,Tourism,18150.0,1058.0,1526.64
A00085347-V01,A00085347,V01,0,CL02,1,426.99,0.5,4.0,1.0,1.0,Monthly,No,Professional,62637,No,41,,M,,22.0,0.0,4.0,1997.0,120.0,Diesel,CITROEN,JUMPY,5.0,4.0,160.0,Commercial,25236.0,1455.0,426.99
A00064325-V01,A00064325,V01,0,CL01,1,1136.31,0.5,4.0,26.0,1.0,Biannual,Yes,WorkPrivate,22282,No,60,,F,,42.0,0.0,5.0,1461.0,106.0,Diesel,RENAULT,SCENIC,6.0,5.0,178.0,Tourism,22050.0,1365.0,1136.31
A00080605-V01,A00080605,V01,0,CL01,1,1010.41,0.5,3.0,3.0,3.0,Biannual,No,WorkPrivate,75107,No,66,,F,,46.0,0.0,6.0,1598.0,113.0,Gasoline,RENAULT,SCENIC,8.0,6.0,185.0,Tourism,20500.0,1320.0,1010.41
A00078216-V01,A00078216,V01,0,CL01,1,260.24,0.5,2.0,27.0,3.0,Biannual,No,WorkPrivate,36129,No,48,,M,,27.0,0.0,12.0,1998.0,98.0,Diesel,LAND ROVER,FREELANDER,13.0,12.0,155.0,Tourism,26069.0,1525.0,260.24
A00055532-V01,A00055532,V01,0,CL01,1,2477.02,0.5,4.0,24.0,3.0,Yearly,No,Retired,64545,Yes,82,21,M,M,43.0,3.0,7.0,1149.0,75.0,Gasoline,RENAULT,KANGOO,8.0,3.0,154.0,Tourism,14600.0,1035.0,2477.02
A00056341-V01,A00056341,V01,0,CL01,1,1770.03,0.5,3.0,12.0,2.0,Yearly,No,WorkPrivate,57463,No,41,,M,,23.0,0.0,9.0,1587.0,109.0,Gasoline,CITROEN,XSARA,11.0,9.0,197.0,Tourism,15950.0,1241.0,1770.03
A00070656-V01,A00070656,V01,0,CL01,1,77.86,0.5,4.0,1.0,1.0,Monthly,No,Retired,69266,No,65,,M,,44.0,0.0,10.0,1242.0,60.0,Gasoline,FIAT,PUNTO,12.0,9.0,155.0,Tourism,9940.0,875.0,77.86
A00017827-V01,A00017827,V01,0,CL01,1,4474.03,0.5,4.0,25.0,1.0,Yearly,No,Retired,43091,No,58,,M,,39.0,0.0,6.0,2184.0,136.0,Diesel,NISSAN,X-TRAIL,6.0,5.0,180.0,Tourism,27400.0,1541.0,4181.04
A00061312-V01,A00061312,V01,0,CL01,1,618.0,0.58,4.0,4.0,3.0,Monthly,No,Retired,33015,No,73,,F,,20.0,0.0,3.0,1398.0,68.0,Diesel,CITROEN,C3,9.0,1.0,158.0,Tourism,18150.0,1058.0,618.0
A00073543-V01,A00073543,V01,0,CL01,1,244.3,0.5,3.0,5.0,1.0,Yearly,No,Retired,12197,No,78,,M,,59.0,0.0,10.0,2946.0,207.0,Gasoline,CITROEN,C5,10.0,7.0,232.0,Tourism,32900.0,1555.0,244.3
A00037865-V01,A00037865,V01,0,CL01,1,426.24,0.5,3.0,3.0,2.0,Yearly,No,WorkPrivate,27464,Yes,48,21,F,F,30.0,3.0,11.0,1870.0,64.0,Diesel,RENAULT,CLIO,13.0,11.0,161.0,Commercial,11876.0,985.0,426.24
A00017258-V01,A00017258,V01,0,CL01,1,-909.01,0.62,4.0,1.0,1.0,Yearly,No,WorkPrivate,72162,No,33,,F,,15.0,0.0,12.0,1527.0,58.0,Diesel,CITROEN,SAXO,13.0,8.0,158.0,Tourism,11950.0,890.0,-858.1156
A00038235-V01,A00038235,V01,0,CL01,1,1442.65,0.5,4.0,14.0,2.0,Yearly,No,WorkPrivate,30333,No,42,,M,,22.0,0.0,2.0,1461.0,85.0,Diesel,RENAULT,CLIO,2.0,1.0,176.0,Tourism,13149.0,1015.0,1442.65
A00090114-V01,A00090114,V01,0,CL01,1,1192.79,0.5,4.0,9.0,1.0,Biannual,No,Retired,64189,Yes,77,75,M,F,42.0,45.0,6.0,1870.0,120.0,Diesel,RENAULT,SCENIC,8.0,6.0,188.0,Tourism,24150.0,1430.0,1192.79
A00069528-V01,A00069528,V01,0,CL01,1,338.83,0.5,3.0,11.0,1.0,Yearly,No,WorkPrivate,59368,No,37,,M,,19.0,0.0,11.0,1598.0,108.0,Gasoline,RENAULT,CLIO,12.0,10.0,195.0,Tourism,14026.0,995.0,338.83
A00007216-V01,A00007216,V01,0,CL01,1,56.19,0.5,4.0,13.0,1.0,Monthly,No,Retired,33318,No,68,,F,,43.0,0.0,8.0,1398.0,68.0,Diesel,CITROEN,C3,9.0,1.0,158.0,Tourism,18150.0,1058.0,56.19
A00072828-V01,A00072828,V01,0,CL01,1,1890.03,0.5,4.0,11.0,1.0,Monthly,No,WorkPrivate,72215,Yes,39,40,F,M,20.0,22.0,2.0,1242.0,70.0,Gasoline,FORD,KA,3.0,1.0,159.0,Tourism,9340.0,865.0,1890.03
A00041764-V01,A00041764,V01,0,CL01,1,110.98,0.64,4.0,1.0,1.0,Biannual,No,WorkPrivate,78073,Yes,60,58,M,F,41.0,31.0,8.0,1997.0,109.0,Diesel,PEUGEOT,307,8.0,7.0,193.0,Tourism,22300.0,1260.0,110.98
A00067235-V01,A00067235,V01,0,CL01,1,1582.16,0.5,4.0,2.0,2.0,Yearly,No,Retired,60310,Yes,61,71,F,M,43.0,52.0,8.0,2958.0,177.0,Diesel,RENAULT,VEL SATIS,9.0,6.0,210.0,Tourism,49200.0,1735.0,1582.16
A00026783-V01,A00026783,V01,0,CL01,1,1236.0,0.5,4.0,13.0,2.0,Biannual,No,Professional,38382,No,32,,M,,14.0,0.0,2.0,1560.0,75.0,Diesel,RENAULT,PARTNER,2.0,1.0,151.0,Commercial,19614.0,1980.0,1236.0
A00012673-V01,A00012673,V01,0,CL01,1,56.19,0.57,4.0,6.0,1.0,Yearly,No,WorkPrivate,31555,No,33,,F,,14.0,0.0,3.0,1896.0,105.0,Diesel,AUDI,A3,8.0,2.0,187.0,Tourism,27010.0,1295.0,56.19
A00054852-V01,A00054852,V01,0,CL01,1,340.84,0.5,2.0,4.0,1.0,Yearly,No,WorkPrivate,45348,No,52,,F,,23.0,0.0,13.0,1390.0,75.0,Gasoline,RENAULT,SCENIC,15.0,13.0,160.0,Tourism,16145.0,1015.0,340.84
A00002197-V01,A00002197,V01,0,CL02,1,75.72,0.5,4.0,7.0,2.0,Yearly,No,Professional,42218,Yes,66,56,M,M,38.0,35.0,2.0,1560.0,109.0,Diesel,PEUGEOT,1007,4.0,2.0,185.0,Tourism,19850.0,1273.0,75.72
A00043126-V01,A00043126,V01,0,CL01,1,0.0,0.5,4.0,2.0,1.0,Yearly,Yes,Retired,67324,No,71,,F,,48.0,0.0,11.0,1761.0,112.0,Gasoline,PEUGEOT,306,13.0,11.0,192.0,Tourism,14910.0,1095.0,0.0
A00083025-V01,A00083025,V01,0,CL01,1,319.22,0.5,4.0,3.0,2.0,Biannual,No,Retired,30037,Yes,63,69,M,F,42.0,43.0,8.0,1587.0,109.0,Gasoline,PEUGEOT,307,10.0,7.0,190.0,Tourism,18350.0,1193.0,319.22
A00046187-V01,A00046187,V01,0,CL01,1,0.0,0.5,4.0,14.0,1.0,Monthly,No,WorkPrivate,56234,No,51,,F,,31.0,0.0,7.0,1998.0,101.0,Diesel,OPEL,ZAFIRA,9.0,6.0,175.0,Tourism,21100.0,1300.0,0.0
A00048260-V01,A00048260,V01,0,CL01,1,1873.72,0.5,4.0,4.0,2.0,Yearly,No,WorkPrivate,95572,No,39,,M,,15.0,0.0,3.0,1686.0,125.0,Diesel,OPEL,ZAFIRA,4.0,1.0,189.0,Tourism,26350.0,1525.0,1873.72
A00056624-V01,A00056624,V01,0,CL01,1,335.67,0.52,4.0,8.0,2.0,Yearly,No,Retired,44079,No,67,,F,,48.0,0.0,7.0,1360.0,74.0,Gasoline,CITROEN,C3,9.0,9.0,162.0,Tourism,12950.0,1095.0,335.67
A00026212-V01,A00026212,V01,0,CL01,1,60.29,0.5,4.0,7.0,2.0,Monthly,No,WorkPrivate,38069,Yes,55,57,F,M,33.0,37.0,2.0,1461.0,86.0,Diesel,RENAULT,CLIO,6.0,4.0,174.0,Tourism,17450.0,1175.0,60.29
A00077123-V01,A00077123,V01,0,CL01,1,2549.54,0.5,4.0,18.0,1.0,Yearly,No,WorkPrivate,49007,Yes,50,43,M,F,32.0,24.0,1.0,1560.0,109.0,Diesel,PEUGEOT,308,2.0,1.0,185.0,Tourism,23150.0,1495.0,2549.54
